Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Trichoptera 23849,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,valanis, ,HH Ross,1938,United States,Illinois,Rock Island,Rock Island, ,Rock River,41.51346,-90.58287, ,1000,06/23/1928, ,"T.H. Frison, F.C. Hottes", , , , ,Paratype,Hydropsyche valanis Ross,1, , , , , , , ,Vial,7/20/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23823,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Connecticut,New Haven,Mt. Carmel, , ,41.42417,-72.90583, ,10000,06/25/1936, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche simulans Ross,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23825,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Connecticut,New Haven,Mt. Carmel, , ,41.42417,-72.90583, ,10000,06/25/1936, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche simulans Ross,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23393,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Illinois,Will,Wilmington, , ,41.30778,-88.14667, ,10000,08/20/1934, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche aerata Ross,2, , , , , , , ,Vial,6/22/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23801,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Indiana,Pike,Petersburg, ,White River,38.5124,-87.2892, ,10,06/04/1936, ,"C.O. Mohr, B.D. Burks", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/22/2014 12:00:00 AM
Trichoptera 23806,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/29/1937, ,"H.H. Ross, B.D. Burks", , , , ,Paratype,Hydropsyche simulans Ross,2,2, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23807,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/29/1937, ,"H.H. Ross, B.D. Burks", , , , ,Paratype,Hydropsyche simulans Ross, ,4, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23808,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/29/1937, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross, ,5, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23810,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/25/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23817,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/15/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/13/2010 12:00:00 AM
Trichoptera 23614,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,cornuta, ,AV Martynov,1909,United States,Illinois,Hancock,Hamilton (SW Corner), ,Mississippi River,40.386,-91.341, ,10,08/30/1931, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche cornuta Ross,1,1, , , , , , ,Vial,7/6/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23616,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,cornuta, ,AV Martynov,1909,United States,Illinois,Hancock,Hamilton (SW Corner), ,Mississippi River,40.386,-91.341, ,10,08/30/1931, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche cornuta Ross,1,1, , , , , , ,Vial,7/6/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23692,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,frisoni, ,HH Ross,1938,United States,Illinois,Vermilion,Oakwood, ,Salt Fork,40.0829,-87.7808, ,1000,08/25/1936, ,H.H. Ross, , , , ,Paratype,Hydropsyche frisoni Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/15/2014 12:00:00 AM
Trichoptera 23695,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,frisoni, ,HH Ross,1938,United States,Illinois,Vermilion,Oakwood, ,Salt Fork,40.0829,-87.7808, ,1000,07/19/1933, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche frisoni Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/15/2014 12:00:00 AM
Trichoptera 23737,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Mississippi,Franklin,Leland, , ,33.40528,-90.8975, ,10000,05/17/1958,05/28/1958,T. R. Pfrimmer, , , , ,Paratype,Hydropsyche rossi Flint et al.,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23799,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Vermilion,Oakwood, ,Salt Fork,40.0829,-87.7808, ,1000,07/18/1933, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/15/2014 12:00:00 AM
Trichoptera 23818,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/25/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/13/2010 12:00:00 AM
Trichoptera 23820,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/25/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/13/2010 12:00:00 AM
Trichoptera 23821,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/25/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/13/2010 12:00:00 AM
Trichoptera 23826,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Gallatin,Old Shawneetown, ,Ohio River,37.69392,-88.13488, ,1000,05/28/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,8/24/2011 12:00:00 AM
Trichoptera 23742,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Champaign,Urbana, ,Boneyard Creek,40.11056,-88.20722, ,10000,08/03/1958, ,R. Klatt, , ,H.H. Ross, ,Paratype,Hydropsyche rossi Flint et al., ,24, , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23749,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Livingston,PONTIAC, ,Vermilion River,40.87825,-88.6307, ,1000,08/22/1938, ,H.H. Ross, , ,H.H. Ross,1945,Paratype,Hydropsyche rossi Flint et al., , , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23755,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Piatt,Monticello, ,Sangamon River,40.03106,-88.58838, ,1000,05/07/1936, ,"H.H. Ross, B.D. Burks", , ,H.H. Ross,1945,Paratype,Hydropsyche rossi Flint et al.,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23757,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Champaign,Urbana, ,Boneyard Creek,40.11056,-88.20722, ,10000,07/22/1958, ,R. Klatt, , ,H.H. Ross, ,Paratype,Hydropsyche rossi Flint et al.,6,6, , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23758,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Florida,Jackson,3 mi E of Marianna, ,Blue Springs Creek,30.75128,-85.19747, ,1000,06/05/1940, ,L. Berner, , , , ,Paratype,Hydropsyche rossi Flint et al., , , , , ,5, , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23759,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Champaign,Urbana, ,Boneyard Creek,40.11056,-88.20722, ,10000,07/01/1958,07/07/1958,R. Klatt, , ,H.H. Ross, ,Paratype,Hydropsyche rossi Flint et al.,20, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23762,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Champaign,Urbana, ,Boneyard Creek,40.11056,-88.20722, ,10000,08/20/1958, ,R. Klatt, , ,H.H. Ross, ,Paratype,Hydropsyche rossi Flint et al.,51, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23767,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,rotosa, ,HH Ross,1947,United States,Tennessee,Greene,Tusculum College, , ,36.17389,-82.76111, ,10000,08/08/1946, ,M. Wright, , , , ,Holotype,Hydropsyche rotosa Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23768,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,rotosa, ,HH Ross,1947,United States,Tennessee,Greene,Tusculum College, , ,36.17389,-82.76111, ,10000,08/08/1946, ,M. Wright, , , , ,Allotype,Hydropsyche rotosa Ross, ,1, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23769,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,rotosa, ,HH Ross,1947,United States,Tennessee,Greene,Tusculum College, , ,36.17389,-82.76111, ,10000,08/08/1946, ,M. Wright, , , , ,Paratype,Hydropsyche rotosa Ross, ,2, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23772,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Gallatin,Old Shawneetown, ,Ohio River,37.69392,-88.13488, ,1000,05/28/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross, ,6, , , , , , ,Vial,7/13/1999 12:00:00 AM,8/24/2011 12:00:00 AM
Trichoptera 23774,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Indiana,Pike,Petersburg, ,White River,38.5124,-87.2892, ,10,06/04/1936, ,"C.O. Mohr, B.D. Burks", , , , ,Paratype,Hydropsyche simulans Ross, ,1, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/22/2014 12:00:00 AM
Trichoptera 23777,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Gallatin,Old Shawneetown, ,Ohio River,37.69392,-88.13488, ,1000,05/27/1929, ,T.H. Frison, , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,8/24/2011 12:00:00 AM
Trichoptera 23783,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Mason,Havana, ,Quiver Creek,40.35365,-90.02104, ,1000,04/25/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/13/2010 12:00:00 AM
Trichoptera 23770,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Connecticut,New Haven,Mt. Carmel, , ,41.42417,-72.90583, ,10000,09/11/1937, ,H.H. Ross, , , , ,Holotype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23773,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Connecticut,New Haven,Mt. Carmel, , ,41.42417,-72.90583, ,10000,09/11/1937, ,H.H. Ross, , , , ,Allotype,Hydropsyche simulans Ross, ,1, , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23775,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Connecticut,New Haven,Mt. Carmel, , ,41.42417,-72.90583, ,10000,06/25/1936, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche simulans Ross,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23776,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Connecticut,New Haven,Mt. Carmel, , ,41.42417,-72.90583, ,10000,06/25/1936, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche simulans Ross,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23781,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Wisconsin,Columbia,Wisconsin Dells, ,Wisconsin River,43.62429,-89.78105, ,10,06/05/1936, ,"T.H. Frison, H.H. Ross", , , , ,Paratype,Hydropsyche simulans Ross,14, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23792,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Champaign,2 mi N Homer, ,Salt Fork Vermilion River,40.06096,-87.97204, ,10,07/06/1924, ,"T.H. Frison, R.D. Glasgow", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23613,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,cornuta, ,AV Martynov,1909,United States,Illinois,Saline,Harrisburg, , ,37.74535,-88.54635, ,10000,06/15/1934, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche cornuta Ross,10, , , , , , , ,Vial,7/6/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23693,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,frisoni, ,HH Ross,1938,United States,Illinois,Vermilion,Danville, ,Middle Fork Vermilion River,40.1232,-87.6327, ,1000,07/08/1933, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche frisoni Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/13/2010 12:00:00 AM
Trichoptera 23740,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Florida,Lake,Tavares, , ,28.80389,-81.72583, ,10000,03/23/1936, ,F.N. Young, , , , ,Paratype,Hydropsyche rossi Flint et al.,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23744,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Mississippi,Washington,Stoneville, , ,33.42389,-90.915, ,10000,05/17/1958,05/28/1958,T. R. Pfrimmer, , , , ,Paratype,Hydropsyche rossi Flint et al.,4, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23745,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Florida,Lake,Tavares, , ,28.80389,-81.72583, ,10000,03/23/1936, ,F.N. Young, , , , ,Paratype,Hydropsyche rossi Flint et al.,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23751,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Florida,Lake,Tavares, , ,28.80389,-81.72583, ,10000,03/23/1936, ,F.N. Young, , , , ,Paratype,Hydropsyche rossi Flint et al., ,5, , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23819,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Winnebago,Rockton, , ,42.4525,-89.07222, ,10000,07/02/1931, ,"T.H. Frison, H.H. Ross, C. Betten", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23824,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Stephenson,Freeport, ,Pecatonica River,42.30731,-89.63264, ,1000,06/28/1935, ,"D.M. DeLong, H.H. Ross", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23738,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Vermilion,3.8 km NE Oakwood at Glenburn Creek Rd.,Kickapoo State Park,Middle Fork Vermilion River,40.13686,-87.74561, ,1000,09/20/1935, ,"D.M. DeLong, H.H. Ross", , ,H.H. Ross,1945,Paratype,Hydropsyche rossi Flint et al., , , , , ,1, , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23743,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Tennessee,Madison,Jackson, , ,35.61444,-88.81389, ,10000,05/20/1957, , , , , , ,Paratype,Hydropsyche rossi Flint et al.,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23394,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Illinois,Kankakee,Kankakee, ,Kankakee River,41.11343,-87.87048, ,1000,05/26/1935, ,"H.H. Ross, C.O. Mohr", , , , ,Paratype,Hydropsyche aerata Ross,1, , , , , , , ,Vial,6/22/1999 12:00:00 AM,3/18/2010 12:00:00 AM
Trichoptera 23765,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Tennessee,Madison,Jackson, , ,35.61444,-88.81389, ,10000,05/13/1957, , , , , , ,Paratype,Hydropsyche rossi Flint et al.,2, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23811,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Iowa,Wapello,Ottumwa, ,Des Moines River,41.00417,-92.37361, ,1000,08/02/1936, ,H.H. Ross, , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/7/2014 12:00:00 AM
Trichoptera 23741,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Illinois,Franklin,Benton, , ,37.99667,-88.92001, ,10000,06/11/1945, ,H.H. Ross, , ,H.H. Ross,1946,Paratype,Hydropsyche rossi Flint et al.,1,2, , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
Trichoptera 23782,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Iowa,Wapello,Ottumwa, ,Des Moines River,41.00417,-92.37361, ,1000,08/02/1936, ,H.H. Ross, , , , ,Paratype,Hydropsyche simulans Ross,7, , , , , , , ,Vial,7/13/1999 12:00:00 AM,2/7/2014 12:00:00 AM
Trichoptera 23786,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Indiana,Martin,Shoals at boat ramp, ,East Fork White River,38.6697,-86.7892, ,10,09/10/1936, ,"H.H. Ross, B.D. Burks", , , , ,Paratype,Hydropsyche simulans Ross,1, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23789,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Indiana,Daviess,"Portersville, along Portersville Rd., north bank", ,East Fork White River,38.5044,-86.9707, ,10,06/03/1936, ,"C.O. Mohr, B.D. Burks", , , , ,Paratype,Hydropsyche simulans Ross,6, , , , , , , ,Vial,7/13/1999 12:00:00 AM,4/22/2014 12:00:00 AM
Trichoptera 23392,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,aerata, ,HH Ross,1938,United States,Indiana,Martin,Shoals at boat ramp, ,East Fork White River,38.6697,-86.7892, ,10,09/10/1936, ,"H.H. Ross, B.D. Burks", , , , ,Paratype,Hydropsyche aerata Ross,2, , , , , , , ,Vial,6/22/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 22283,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,auricolor, ,G Ulmer,1905,United States,Texas,Reeves,Balmorhea, ,[Irrigation flume],30.9843,-103.7441, ,1000,04/19/1939, ,"H.H. Ross, J.A. Ross", , , , ,Holotype,Hydropsyche solex Ross,1, , , , , , , ,Pin,2/9/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 22284,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche, ,auricolor, ,G Ulmer,1905,United States,Texas,Reeves,Balmorhea, ,[Irrigation flume],30.9843,-103.7441, ,1000,04/19/1939, ,"H.H. Ross, J.A. Ross", , , , ,Allotype,Hydropsyche solex Ross, ,1, , , , , , ,Pin,2/9/1999 12:00:00 AM,4/9/2008 12:00:00 AM
Trichoptera 23735,Insecta,Trichoptera, , ,Hydropsychidae, , ,Hydropsyche,Hydropsyche,simulans, ,Ross,1938,United States,Mississippi,Oktibbeha,State College, , ,33.2659,-88.8707, ,10000,04/25/1966,04/30/1966,F.M. Davis, , , , ,Paratype,Hydropsyche rossi Flint et al.,3, , , , , , , ,Vial,7/13/1999 12:00:00 AM,11/7/2013 12:00:00 AM
